1320074809	51.4468773	5.4932768	83.79
1322583742	51.4468654	5.4932931	77.90
1435154795	51.4468521	5.4932795	86.03
1435155189	51.4468592	5.4932857	85.99
1435226885	51.4468830	5.4932948	88.08
1435928558	51.4468907	5.4932927	89.05
1443447172	51.4468639	5.4932890	86.72
1470220163	51.4468783	5.4932694	84.06
1470261600	51.4468734	5.4932775	83.54
1470348000	51.4468745	5.4932793	83.59
1470740592	51.4468783	5.4932694	84.06
1470780000	51.4468745	5.4932793	83.59
1471439092	51.4468783	5.4932694	84.06
1471471200	51.4468745	5.4932793	83.59
1471605794	51.4468783	5.4932694	84.06
1471644000	51.4468745	5.4932793	83.59
1474534743	51.4468783	5.4932694	84.06
1474581600	51.4468745	5.4932793	83.59
1474590000	51.4468783	5.4932694	84.06
1474668000	51.4468745	5.4932793	83.59
1475503100	51.4468783	5.4932694	84.06
1475532000	51.4468745	5.4932793	83.59
1476453050	51.4468783	5.4932694	84.06
1476482400	51.4468745	5.4932793	83.59
