1321370733	7.25	7.55	0.00	0.00
1321474415	7.25	7.65	0.00	0.00
1321507848	7.16	7.65	0.00	0.00
1344263138	7.94	7.45	0.00	0.00
1344263656	7.75	7.35	0.00	0.00
1344279236	7.75	7.25	0.00	0.00
1362138116	7.94	7.25	0.00	0.00
1383829053	7.94	7.45	0.00	0.00
1396437702	7.94	7.25	0.00	0.00
1396438685	8.14	7.45	0.00	0.00
1398771621	8.04	7.45	0.00	0.00
1436964537	8.24	7.45	0.00	0.00
1437852648	8.24	7.55	0.00	0.00
1443691887	8.63	7.65	0.00	0.00
1470749330	8.24	7.45	0.00	0.00
1470780000	5.98	6.18	0.00	0.00
1470866400	7.16	6.86	0.00	0.00
1470952800	8.24	7.25	0.00	0.00
1471039200	8.53	7.84	0.00	0.00
1471125600	8.33	8.33	0.00	0.00
1471212000	7.06	7.45	0.00	0.00
1471298400	6.67	6.57	0.00	0.00
1471384800	7.06	6.96	0.00	0.00
1471471200	5.88	5.98	0.00	0.00
1471557600	8.33	8.14	0.00	0.00
1471644000	6.57	6.67	0.00	0.00
1471730400	7.55	7.55	0.00	0.00
1471816800	7.55	7.94	0.00	0.00
1471903200	7.45	7.45	0.00	0.00
1471989600	7.45	7.35	0.00	0.00
1472065783	9.41	9.02	0.00	0.00
1472076000	6.18	6.18	0.00	0.00
1472140048	9.41	9.02	0.00	0.00
1472248800	6.47	5.69	0.00	0.00
1472335200	7.16	7.45	0.00	0.00
